,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,
3,42,CLE,John Furman,QB,,,0,0,0,,,,,,,,,,,,,,,,,Texas-El Paso,College Stats
4,43,WAS,Billy Neighbors,G,22,1969,1,1,7,51,,112,0,0,0,0,0,0,0,0,0,0,0,,,Alabama,College Stats
4,44,RAM,Art Perkins,FB,22,1963,0,0,0,3,3,26,0,0,0,0,0,85,251,6,22,144,0,,,North Texas,College Stats
4,45,MIN,Roy Winston,LB,21,1976,0,0,13,81,81,191,0,0,0,0,0,0,0,0,0,0,0,12,15.5,LSU,College Stats
4,46,SFO,Chuck Sieminski,DT,22,1968,0,0,1,17,8,78,0,0,0,0,0,0,0,0,0,0,0,,7,Penn St.,
4,47,STL,Roger Kochman,HB,21,1963,0,0,0,3,,5,0,0,0,0,0,47,232,0,4,148,1,,,Penn St.,College Stats
4,48,DET,John Lomakoski,T,21,1962,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,,,Western Michigan,
4,49,CHI,Jim Cadile,G,22,1972,0,0,8,41,41,128,0,0,0,0,0,0,0,0,0,0,0,,,San Jose St.,
4,50,SFO,Floyd Dean,LB,22,1965,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,,,Florida,College Stats
4,51,BAL,Jim Dillard,B,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma St.,College Stats
4,52,DET,Larry Ferguson,HB,22,1963,0,0,0,0,0,7,0,0,0,0,0,13,23,0,2,8,0,,,Iowa,College Stats
4,53,CLE,Stan Sczurek,LB,25,1966,0,0,0,9,7,45,0,0,0,0,0,0,0,0,0,0,0,1,0.5,Purdue,
4,54,NYG,Glynn Griffing,QB,21,1963,0,0,0,2,2,13,16,40,306,3,4,5,20,0,0,0,0,,,Mississippi,College Stats
4,55,PHI,Bill Byrne,G,21,1963,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,,,Boston Col.,
4,56,GNB,Ron Gassert,DT,22,1962,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,,,Virginia,
5,57,CHI,Mac Burton,E,,,0,0,0,,,,,,,,,,,,,,,,,San Jose St.,College Stats
5,58,NYG,Bookie Bolin,G,22,1969,0,0,4,30,27,89,0,0,0,0,0,0,0,0,0,0,0,,,Mississippi,
5,59,NYG,Curtis Miranda,C,,,0,0,0,,,,,,,,,,,,,,,,,Florida A&M,
5,60,RAM,Jim Smith,T,,,0,0,0,,,,,,,,,,,,,,,,,Penn St.,
5,61,BAL,Jerry Croft,G,,,0,0,0,,,,,,,,,,,,,,,,,Bowling Green,
5,62,SFO,Ted Woods,HB,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,College Stats
5,63,CHI,Bill Tunnicliff,FB,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,College Stats
5,64,SFO,Mike Lind,FB,22,1966,0,0,2,7,3,44,1,1,69,1,0,222,661,8,52,427,1,,,Notre Dame,College Stats
5,65,GNB,Chuck Morris,B,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,College Stats
5,66,DET,Dan Birdwell,DT,21,1969,1,1,4,42,,96,0,0,0,0,0,0,0,0,0,0,0,3,32.5,Houston,
5,67,CLE,Hank Rivera,DB,23,1963,0,0,0,3,,12,0,0,0,0,0,0,0,0,0,0,0,,,Oregon St.,College Stats
5,68,RAM,Ben Wilson,FB,23,1967,0,0,1,16,11,55,1,1,8,0,0,431,1589,9,47,487,2,,,USC,College Stats
5,69,STL,Bill Rice,E,,,0,0,0,,,,,,,,,,,,,,,,,Alabama,
5,70,GNB,Jon Schopf,G,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,
6,71,SFO,Keith Luhnow,B,,,0,0,0,,,,,,,,,,,,,,,,,Santa Ana JC,
6,72,NYG,Bill Triplett,RB,22,1972,0,0,4,32,2,128,0,0,0,0,0,681,2446,17,113,1055,5,1,,Miami (OH),
6,73,MIN,Larry Bowie,G,22,1968,0,0,6,34,34,92,0,0,0,0,0,0,0,0,0,0,0,,,Purdue,
6,74,DAL,Donnie Davis,WR,21,1970,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,31,0,,,Southern,
6,75,STL,Jack Elwell,WR,22,1962,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,11,0,,,Purdue,College Stats
6,76,SFO,Jerry Brown,G,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,
6,77,PHI,Gus Gonzales,G,,,0,0,0,,,,,,,,,,,,,,,,,Tulane,
6,78,SFO,Bill Winter,T,,,0,0,0,,,,,,,,,,,,,,,,,West Virginia,
6,79,GNB,John Sutro,T,22,1962,0,0,0,3,,5,0,0,0,0,0,0,0,0,0,0,0,,,San Jose St.,
6,80,DET,Mike Bundra,DT,23,1965,0,0,1,15,8,48,0,0,0,0,0,0,0,0,0,0,0,,2,USC,
6,81,CLE,Sam Tidmore,LB,23,1963,0,0,0,5,5,18,0,0,0,0,0,0,0,0,0,0,0,,1,Ohio St.,College Stats
6,82,DAL,George Andrie,DE,22,1972,0,5,10,75,75,141,0,0,0,0,0,0,0,0,0,0,0,1,98.5,Marquette,
6,83,PHI,John McGeever,DB,23,1966,0,0,4,16,,67,0,0,0,0,0,0,0,0,0,0,0,11,2,Auburn,College Stats
6,84,GNB,Oscar Donahue,WR,25,1962,0,0,0,2,,13,0,0,0,0,0,0,0,0,16,285,1,,,San Jose St.,College Stats
7,85,WAS,Bert Coan,HB,22,1968,0,0,1,16,,72,1,1,18,1,0,284,1259,15,39,367,4,,,Kansas,College Stats
7,86,PHI,Jim Perkins,T,23,1964,0,0,3,14,,42,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,
7,87,RAM,Sherwyn Thorson,G,,,0,0,0,,,,,,,,,,,,,,,,,Iowa,
7,88,RAM,Jim Bakken,K,21,1978,2,4,0,51,,234,0,0,0,0,0,1,28,0,0,0,0,,,Wisconsin,College Stats
7,89,PIT,Jack Collins,HB,,,0,0,0,,,,,,,,,,,,,,,,,Texas,College Stats
7,90,STL,Bill Kirchiro,G,22,1962,0,0,0,3,,8,0,0,0,0,0,0,0,0,0,0,0,,,Maryland,
7,91,CHI,Ed O'Bradovich,DE,22,1971,0,0,7,51,51,124,0,0,0,0,0,0,0,0,0,0,0,,51.5,Illinois,College Stats
7,92,SFO,John Burrell,WR,21,1967,0,0,1,5,,56,0,0,0,0,0,6,38,0,26,437,0,,,Rice,College Stats
7,93,BAL,Fred Miller,DT,22,1972,0,3,10,72,72,133,0,0,0,0,0,0,0,0,0,0,0,,52,LSU,
7,94,DET,Tom Hall,WR,22,1969,0,0,1,19,4,96,0,0,0,0,0,4,-4,0,103,1441,8,3,,Minnesota,College Stats
7,95,CLE,John Havlicek,E,,,0,0,0,,,,,,,,,,,,,,,,,Ohio St.,
7,96,PHI,Frank Budd,WR,23,1963,0,0,0,2,1,27,0,0,0,0,0,0,0,0,10,236,1,,,Villanova,
7,97,NYG,Ken Byers,G,22,1965,0,0,0,14,9,56,0,0,0,0,0,0,0,0,0,0,0,,,Cincinnati,
7,98,GNB,Gary Cutsinger,DE,22,1968,0,0,5,31,,84,0,0,0,0,0,0,0,0,0,0,0,2,23.5,Oklahoma St.,
8,99,WAS,Ron Hatcher,FB,23,1962,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,Michigan St.,College Stats
8,100,RAM,Dick Farris,G,,,0,0,0,,,,,,,,,,,,,,,,,North Texas,
8,101,MIN,Paul White,HB,,,0,0,0,,,,,,,,,,,,,,,,,Florida,College Stats
8,102,DAL,Ken Tureaud,B,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,College Stats
8,103,STL,George Gross,DT,21,1967,0,0,3,25,,70,0,0,0,0,0,0,0,0,0,0,0,,15.5,Auburn,
8,104,PIT,Gary Ballman,FL,22,1973,0,2,8,48,30,131,0,2,0,0,1,41,202,4,323,5366,37,,,Michigan St.,College Stats
8,105,CHI,Ed Reynolds,T,,,0,0,0,,,,,,,,,,,,,,,,,Tulane,
8,106,SFO,Jim Vollenweider,HB,23,1963,0,0,0,2,2,27,0,1,0,0,1,58,161,2,5,47,0,,,Miami (FL),College Stats
8,107,BAL,Pete Brokaw,B,,,0,0,0,,,,,,,,,,,,,,,,,Syracuse,College Stats
8,108,DET,Murdock Hooper,T,,,0,0,0,,,,,,,,,,,,,,,,,Houston,
8,109,DET,Frank Imperiale,G,,,0,0,0,,,,,,,,,,,,,,,,,Southern Illinois,
8,110,CHI,Larry Onesti,LB,23,1965,0,0,1,10,,38,0,0,0,0,0,0,0,0,0,0,0,,2.5,Northwestern,
8,111,PHI,Ralph Smith,TE,23,1969,0,0,1,7,1,108,0,0,0,0,0,2,26,0,41,549,5,,0.5,Mississippi,College Stats
8,112,GNB,Jim Tullis,B,,,0,0,0,,,,,,,,,,,,,,,,,Florida A&M,
9,113,WAS,Dave Viti,E,,,0,0,0,,,,,,,,,,,,,,,,,Boston Univ.,College Stats
9,114,MIN,Marshall Shirk,T,,,0,0,0,,,,,,,,,,,,,,,,,UCLA,
9,115,RAM,Ike Lassiter,DE,21,1971,0,1,7,51,,112,0,0,0,0,0,0,0,0,0,0,0,1,74.5,St. Augustine's,
9,116,BAL,Roy Walker,FB,,,0,0,0,,,,,,,,,,,,,,,,,Purdue,College Stats
9,117,PIT,John Powers,TE,22,1966,0,0,1,2,2,49,0,0,0,0,0,2,10,0,9,209,0,,,Notre Dame,College Stats
9,118,STL,Wilburn Hollis,QB,,,0,0,0,,,,,,,,,,,,,,,,,Iowa,College Stats
9,119,CHI,Kelton Winston,DB,22,1968,0,0,0,8,,20,0,0,0,0,0,0,0,0,0,0,0,,,Wiley,
9,120,SFO,Jim Roberts,T,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,
9,121,BAL,Walt Rappold,QB,,,0,0,0,,,,,,,,,,,,,,,,,Duke,College Stats
9,122,DET,Todd Grant,C,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,
9,123,CLE,Charles Dickerson,T,,,0,0,0,,,,,,,,,,,,,,,,,Illinois,
9,124,PHI,Bob Butler,G,21,1963,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,,,Kentucky,
9,125,NYG,Reed Bohovich,G,20,1962,0,0,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,,,Lehigh,
9,126,GNB,Peter Schenck,B,,,0,0,0,,,,,,,,,,,,,,,,,Washington St.,College Stats
10,127,WAS,John Childress,G,,,0,0,0,,,,,,,,,,,,,,,,,Arkansas,
10,128,RAM,Jim Norris,DT,22,1964,0,0,0,6,,22,0,0,0,0,0,0,0,0,0,0,0,,,Houston,
10,129,CLE,Jerry Goerlitz,C,,,0,0,0,,,,,,,,,,,,,,,,,Northern Michigan,
10,130,DAL,John Longmeyer,G,,,0,0,0,,,,,,,,,,,,,,,,,Southern Illinois,
10,131,STL,George Francovitch,G,,,0,0,0,,,,,,,,,,,,,,,,,Syracuse,
10,132,PIT,Larry Vignali,G,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburgh,
10,133,CHI,LeRoy Weaver,B,,,0,0,0,,,,,,,,,,,,,,,,,Adams St.,
10,134,SFO,Regis Coustillac,G,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburgh,
10,135,BAL,Fred Moore,DT,22,1966,0,0,0,7,,29,0,0,0,0,0,0,0,0,0,0,0,,1,Memphis,
10,136,DET,Jerry Archer,C,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburg St.,
10,137,CLE,Albert White,B,,,0,0,0,,,,,,,,,,,,,,,,,Capital,
10,138,NYG,J.R. Williams,C,,,0,0,0,,,,,,,,,,,,,,,,,Fresno St.,
10,139,PHI,Jim Skaggs,G,22,1972,0,0,4,34,34,100,0,0,0,0,0,0,0,0,0,0,0,,,Washington,
10,140,GNB,Gale Weidner,QB,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,College Stats
11,141,WAS,Carl Palazzo,T,,,0,0,0,,,,,,,,,,,,,,,,,Adams St.,
11,142,CLE,Ronnie Meyers,E,,,0,0,0,,,,,,,,,,,,,,,,,Villanova,College Stats
11,143,RAM,Bert Wilder,DE,23,1967,0,0,0,14,,55,0,0,0,0,0,0,0,0,0,0,0,,4,North Carolina St.,College Stats
11,144,DAL,Larry Hudas,E,,,0,0,0,,,,,,,,,,,,,,,,,Michigan St.,
11,145,PIT,Bob Wills,E,,,0,0,0,,,,,,,,,,,,,,,,,California,College Stats
11,146,STL,Jimmy Saxton,HB,22,1962,0,0,0,1,,13,0,0,0,0,0,3,1,0,5,64,0,,,Texas,College Stats
11,147,CHI,Jerry Robinson,FL,23,1965,0,0,2,10,,46,0,0,0,0,0,3,20,0,49,799,5,,,Grambling St.,
11,148,SFO,Larry Jepson,C,,,0,0,0,,,,,,,,,,,,,,,,,Furman,
11,149,BAL,Scott Tyler,B,,,0,0,0,,,,,,,,,,,,,,,,,Miami (OH),
11,150,DET,Karl Anderson,T,,,0,0,0,,,,,,,,,,,,,,,,,Bowling Green,
11,151,CLE,Clifton McNeil,WR,22,1973,1,1,3,31,2,105,1,2,43,1,1,5,6,0,181,2734,22,,,Grambling St.,
11,152,PHI,George Horne,T,,,0,0,0,,,,,,,,,,,,,,,,,BYU,
11,153,NYG,Dave Bishop,B,,,0,0,0,,,,,,,,,,,,,,,,,Connecticut,
11,154,GNB,Jim Thrush,T,,,0,0,0,,,,,,,,,,,,,,,,,,
12,155,WAS,Terry Terrebonne,HB,,,0,0,0,,,,,,,,,,,,,,,,,Tulane,
12,156,RAM,Marv Marinovich,G,23,1965,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,USC,
12,157,MIN,Gary Fallon,HB,,,0,0,0,,,,,,,,,,,,,,,,,Syracuse,College Stats
12,158,GNB,Joe Thorne,B,,,0,0,0,,,,,,,,,,,,,,,,,South Dakota St.,
12,159,STL,Bob O'Billovich,B,,,0,0,0,,,,,,,,,,,,,,,,,Montana St.,
12,160,PIT,Sam Mudie,B,,,0,0,0,,,,,,,,,,,,,,,,,Rutgers,College Stats
12,161,CHI,Bill Watts,T,,,0,0,0,,,,,,,,,,,,,,,,,Miami (FL),
12,162,SFO,Milt McPike,E,,,0,0,0,,,,,,,,,,,,,,,,,Truman St.,
12,163,BAL,Bake Turner,WR,22,1970,0,1,4,32,1,118,0,0,0,0,0,2,13,0,220,3541,25,,,Texas Tech,College Stats
12,164,DET,Gale Sprute,C,,,0,0,0,,,,,,,,,,,,,,,,,Winona St.,
12,165,CLE,Ted Stute,E,,,0,0,0,,,,,,,,,,,,,,,,,Ohio,
12,166,NYG,Albert Gursky,LB,21,1963,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,,Penn St.,College Stats
12,167,PHI,Larry Thompson,C,,,0,0,0,,,,,,,,,,,,,,,,,Tulane,
12,168,GNB,Tom Pennington,K,22,1962,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,Georgia,
13,169,WAS,Bill Whisler,E,,,0,0,0,,,,,,,,,,,,,,,,,Iowa,College Stats
13,170,MIN,Roger Van Cleef,T,,,0,0,0,,,,,,,,,,,,,,,,,SW Oklahoma St.,
13,171,RAM,Bob Fearnside,HB,,,0,0,0,,,,,,,,,,,,,,,,,Bowling Green,
13,172,DAL,Bob Moses,E,,,0,0,0,,,,,,,,,,,,,,,,,Texas,College Stats
13,173,PIT,Dave Woodward,T,,,0,0,0,,,,,,,,,,,,,,,,,Auburn,
13,174,STL,Bill Diamond,G,23,1963,0,0,0,3,,5,0,0,0,0,0,0,0,0,0,0,0,,,Miami (FL),
13,175,CHI,Joe Perkowski,B,,,0,0,0,,,,,,,,,,,,,,,,,Notre Dame,College Stats
13,176,SFO,George Pierovich,B,,,0,0,0,,,,,,,,,,,,,,,,,California,College Stats
13,177,BAL,Charles Holmes,FB,,,0,0,0,,,,,,,,,,,,,,,,,Md-Eastern Shore,
13,178,DET,Sherlock Knight,T,,,0,0,0,,,,,,,,,,,,,,,,,,
13,179,CLE,Frank Gardner,T,,,0,0,0,,,,,,,,,,,,,,,,,North Carolina Central,
13,180,PHI,George McKinney,B,,,0,0,0,,,,,,,,,,,,,,,,,Arkansas,College Stats
13,181,NYG,Billy Joe Booth,T,,,0,0,0,,,,,,,,,,,,,,,,,LSU,
13,182,GNB,Tom Kepner,T,,,0,0,0,,,,,,,,,,,,,,,,,Villanova,
14,183,WAS,Jim Costen,HB,,,0,0,0,,,,,,,,,,,,,,,,,South Carolina,College Stats
14,184,RAM,Gary Henson,E,21,1964,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,College Stats
14,185,MIN,Pat Russ,DT,22,1963,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,1.5,Purdue,
14,186,DAL,Harold Hays,LB,22,1969,0,0,0,18,15,96,0,0,0,0,0,0,0,0,0,0,0,,1.5,Southern Miss,
14,187,STL,George Mans,E,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,College Stats
14,188,PIT,Jim Whitaker,E,,,0,0,0,,,,,,,,,,,,,,,,,Nevada,
14,189,CHI,Andy Von Sonn,LB,21,1964,0,0,0,3,,14,0,0,0,0,0,0,0,0,0,0,0,,1,UCLA,
14,190,SFO,Dick Easterly,B,,,0,0,0,,,,,,,,,,,,,,,,,Syracuse,College Stats
14,191,BAL,Stinson Jones,B,,,0,0,0,,,,,,,,,,,,,,,,,VMI,
14,192,DET,Jim Davidson,B,,,0,0,0,,,,,,,,,,,,,,,,,Maryland,College Stats
14,193,CLE,Jim Shorter,DB,23,1969,0,0,4,26,3,87,0,0,0,0,0,0,0,0,0,0,0,15,,Detroit Mercy,College Stats
14,194,NYG,Greg Mather,E,,,0,0,0,,,,,,,,,,,,,,,,,Navy,College Stats
14,195,PHI,Jim Schwab,E,,,0,0,0,,,,,,,,,,,,,,,,,Penn St.,College Stats
14,196,GNB,Ernie Green,HB,23,1968,0,2,6,53,,89,0,0,0,0,0,668,3204,15,195,2036,20,,,Louisville,
15,197,WAS,Len Vella,T,,,0,0,0,,,,,,,,,,,,,,,,,Georgia,
15,198,MIN,Larry Guilford,E,,,0,0,0,,,,,,,,,,,,,,,,,Pacific,
15,199,RAM,Walter Nikirk,T,,,0,0,0,,,,,,,,,,,,,,,,,Houston,
15,200,DAL,Guy Reese,DT,22,1966,0,0,3,21,11,57,0,0,0,0,0,0,0,0,0,0,0,,9,SMU,
15,201,PIT,Vern Hatch,E,,,0,0,0,,,,,,,,,,,,,,,,,North Carolina Central,
15,202,STL,Dick Barlund,E,,,0,0,0,,,,,,,,,,,,,,,,,Maryland,College Stats
15,203,CHI,Kent Martin,T,,,0,0,0,,,,,,,,,,,,,,,,,Wake Forest,
15,204,SFO,Ray Osbourne,T,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi St.,
15,205,BAL,Joe Monte,G,,,0,0,0,,,,,,,,,,,,,,,,,Furman,
15,206,DET,Dick Broadbent,E,,,0,0,0,,,,,,,,,,,,,,,,,Delaware,
15,207,CLE,Tom Goosby,G,23,1966,0,0,1,6,0,15,0,0,0,0,0,0,0,0,0,0,0,,,Baldwin-Wallace,
15,208,PHI,Mike Woulfe,LB,23,1962,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,
15,209,NYG,Joe Taylor,DB,23,1974,0,0,7,37,,108,0,0,0,0,0,0,0,0,0,0,0,15,,North Carolina A&T,
15,210,GNB,Roger Holdinsky,B,,,0,0,0,,,,,,,,,,,,,,,,,West Virginia,College Stats
16,211,WAS,Tommy Brooker,E,22,1966,0,1,0,12,,55,0,0,0,0,0,0,0,0,6,170,3,,,Alabama,College Stats
16,212,RAM,Ron Skufca,T,,,0,0,0,,,,,,,,,,,,,,,,,Purdue,
16,213,MIN,John Contoulis,DT,21,1964,0,0,0,2,,12,0,0,0,0,0,0,0,0,0,0,0,,0.5,Connecticut,
16,214,DAL,Bob Johnston,T,,,0,0,0,,,,,,,,,,,,,,,,,Rice,
16,215,STL,Bucky Wegener,G,22,1963,0,0,0,4,,18,0,0,0,0,0,0,0,0,0,0,0,,2,Missouri,
16,216,PIT,Bobby Ply,DB,22,1967,0,0,0,15,,77,0,0,0,0,0,0,0,0,0,0,0,9,,Baylor,College Stats
16,217,CHI,John Nelson,C,,,0,0,0,,,,,,,,,,,,,,,,,,
16,218,SFO,Ron Frank,T,,,0,0,0,,,,,,,,,,,,,,,,,South Dakota St.,
16,219,BAL,Ray Abruzzese,B,24,1966,0,0,2,15,,61,0,0,0,0,0,0,0,0,0,0,0,9,,Alabama,College Stats
16,220,DET,Tom Sestak,DT,26,1968,3,4,7,68,,96,0,0,0,0,0,0,0,0,0,0,0,2,52,McNeese St.,
16,221,CLE,Dennis Biodrowski,G,22,1967,0,0,0,11,,30,0,0,0,0,0,0,0,0,0,0,0,,,Memphis,
16,222,NYG,Roger Johnson,HB,,,0,0,0,,,,,,,,,,,,,,,,,Oregon St.,College Stats
16,223,PHI,Jerry Mazzanti,DE,22,1967,0,0,0,6,2,30,0,0,0,0,0,0,0,0,0,0,0,,1.5,Arkansas,
16,224,GNB,Jimmy Field,B,,,0,0,0,,,,,,,,,,,,,,,,,LSU,College Stats
17,225,WAS,Al Miller,LB,22,1963,0,0,1,7,7,25,0,0,0,0,0,0,0,0,0,0,0,,0.5,Ohio,
17,226,MIN,Ron Staley,E,,,0,0,0,,,,,,,,,,,,,,,,,Wisconsin,College Stats
17,227,RAM,Dave Steadman,T,,,0,0,0,,,,,,,,,,,,,,,,,Georgia Tech,
17,228,DAL,Ray Jacobs,DT,23,1969,0,0,5,27,,79,0,0,0,0,0,0,0,0,0,0,0,,16.5,Howard Payne,
17,229,PIT,Nat Tucker,B,,,0,0,0,,,,,,,,,,,,,,,,,Florida A&M,
17,230,STL,Don Kasso,HB,,,0,0,0,,,,,,,,,,,,,,,,,Oregon St.,College Stats
