,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,
1,1,RAM,Corby Davis,BB,23,1942,0,0,1,0,0,39,1,3,22,0,1,143,382,4,19,133,0,1,,Indiana,
1,2,PHI,Jim McDonald,B,23,1939,0,0,0,0,,20,0,0,0,0,0,25,80,0,7,112,0,,,Ohio St.,
1,3,BKN,Boyd Brumbaugh,B,23,1941,0,0,1,0,0,36,18,57,427,4,10,256,727,4,8,101,2,,,Duquesne,
1,4,PIT,Whizzer White,TB,21,1941,2,0,3,0,0,33,86,215,1192,4,35,387,1321,11,16,301,1,5,,Colorado,
1,5,CRD,Jack Robbins,TB,22,1939,0,0,0,0,0,17,88,182,1076,6,19,101,310,0,2,12,0,,,Arkansas,
1,6,DET,Alex Wojciechowicz HOF,C,23,1950,0,0,6,0,0,134,0,0,0,0,0,0,0,0,4,44,0,19,,Fordham,College Stats
1,7,GNB,Cecil Isbell,TB,23,1942,1,4,3,0,0,54,411,818,5945,61,52,422,1522,10,15,174,0,9,,Purdue,
1,8,NYG,George Karamatic,FB,21,1938,0,0,0,0,,10,0,0,0,0,0,50,185,0,4,99,1,,,Gonzaga,
1,9,WAS,Andy Farkas,FB,22,1945,2,2,6,0,0,70,0,0,0,0,0,587,2103,21,80,1086,13,11,,Detroit Mercy,
1,10,CHI,Joe Gray,B,,,0,0,0,,,,,,,,,,,,,,,,,Oregon St.,
2,11,RAM,Jim Benton,E,21,1947,2,1,6,0,0,91,0,0,0,0,0,8,19,0,288,4801,45,,,Arkansas,
2,12,PHI,Dick Riffle,B,23,1942,0,1,3,0,0,53,21,82,332,3,15,388,1381,10,19,189,2,10,,Albright,
2,13,BKN,Joe Kilgrow,B,,,0,0,0,,,,,,,,,,,,,,,,,Alabama,
2,14,PIT,Frank Filchock,TB,21,1950,0,2,3,0,0,76,342,677,4921,47,79,477,1478,7,9,82,0,6,,Indiana,
2,15,CRD,Milt Popovich,B,24,1942,0,0,1,0,0,43,5,6,52,0,0,78,233,0,10,71,0,1,,Montana,
3,16,RAM,Joe Routt,G,,,0,0,0,,,,,,,,,,,,,,,,,Texas A&M,College Stats
3,17,PHI,Joe Bukant,B,22,1943,0,0,1,0,0,51,19,57,179,1,7,184,426,4,2,13,0,1,,Washington (MO),
3,18,BKN,Bruiser Kinard HOF,T,23,1947,4,5,8,0,0,101,0,0,0,0,0,0,0,0,5,62,1,1,,Mississippi,
3,19,PIT,Red Wolfe,FB,26,1938,0,1,0,0,,8,0,0,0,0,0,15,19,0,2,23,0,,,Texas,
3,20,CRD,Frank Patrick,B,22,1939,0,0,2,0,0,15,22,80,291,1,13,31,85,1,1,21,1,,,Pittsburgh,College Stats
3,21,DET,Pete Smith,E,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,
3,22,GNB,Marty Schreyer,T,,,0,0,0,,,,,,,,,,,,,,,,,Purdue,
3,23,NYG,Fred Vanzo,BB,22,1941,0,1,3,0,,39,0,0,0,0,0,6,45,0,17,257,0,,,Northwestern,
3,24,WAS,Sam Chapman,B,,,0,0,0,,,,,,,,,,,,,,,,,California,College Stats
3,25,CHI,Gary Famiglietti,FB,24,1946,0,3,2,0,0,88,1,1,6,0,0,528,1981,24,12,187,1,5,,Boston Univ.,
4,26,RAM,Vic Markov,T,22,1938,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,Washington,
4,27,PHI,John Meek,B,,,0,0,0,,,,,,,,,,,,,,,,,California,
4,28,BKN,Gene Moore,C,25,1938,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,
4,29,PIT,Tony Matisi,T,24,1938,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,,,Pittsburgh,College Stats
4,30,CRD,Bob Herwig,C,,,0,0,0,,,,,,,,,,,,,,,,,California,
5,31,RAM,Ed Franco,T,23,1944,0,0,1,0,,10,0,0,0,0,0,0,0,0,0,0,0,,,Fordham,College Stats
5,32,PHI,Fred Shirey,T,22,1941,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,,,Nebraska,
5,33,BKN,Ed Merlin,G,22,1939,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,,Vanderbilt,
5,34,PIT,Lou Midler,G,23,1940,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,,,Minnesota,
5,35,CRD,Al Babartsky,T,23,1945,0,0,5,0,0,54,0,0,0,0,0,0,0,0,0,0,0,,,Fordham,
5,36,DET,Andy Bershak,E,,,0,0,0,,,,,,,,,,,,,,,,,North Carolina,College Stats
5,37,GNB,Chuck Sweeney,E,,,0,0,0,,,,,,,,,,,,,,,,,Notre Dame,College Stats
5,38,NYG,Marion (Dutch) Konemann,B,,,0,0,0,,,,,,,,,,,,,,,,,Georgia Tech,
5,39,WAS,Dave Price,C,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi St.,
5,40,CHI,Gust Zarnas,G,24,1940,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,
6,41,RAM,Ray Hamilton,E,22,1947,0,0,3,0,0,58,0,0,0,0,0,0,0,0,40,688,2,,,Arkansas,
6,42,PHI,Red Ramsey,E,27,1945,0,0,2,0,0,35,0,0,0,0,0,0,0,0,53,624,2,1,,Texas Tech,
6,43,BKN,Perry Schwartz,E,23,1946,2,4,5,0,0,68,0,0,0,0,0,5,24,0,105,1696,10,,,California,
