,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,
1,1,NYG,Kyle Rote,E,22,1961,0,4,7,18,18,121,6,20,194,2,2,231,871,4,300,4797,48,,,SMU,College Stats
1,2,CHI,Bob Williams,QB,21,1955,0,0,1,0,0,29,74,160,981,10,12,29,112,0,0,0,0,,,Notre Dame,College Stats
1,3,SFO,Y.A. Tittle HOF,QB,24,1964,3,7,14,44,3,204,2427,4395,33070,242,248,372,1245,39,1,4,0,,,LSU,
1,4,WAS,Leon Heath,FB,22,1953,0,0,3,0,0,31,0,0,0,0,0,230,813,6,29,194,1,,,Oklahoma,College Stats
1,5,GNB,Bob Gain,DT,22,1964,0,5,9,38,,126,0,0,0,0,0,0,0,0,0,0,0,1,14,Kentucky,College Stats
1,6,CRD,Jerry Groom,MG,22,1955,0,1,5,0,0,58,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,College Stats
1,7,PHI,Ebert Van Buren,DB,26,1953,0,0,1,0,0,36,0,0,0,0,0,23,61,0,4,73,0,2,,LSU,College Stats
1,8,PHI,Chet Mutryn,B,30,1950,1,0,5,0,,65,3,7,25,0,0,583,3031,27,121,1850,12,1,,Xavier (OH),
1,9,PIT,Butch Avinger,FB,22,1953,0,0,0,0,,12,0,0,0,0,0,5,6,0,2,8,0,,,Alabama,
1,10,CHI,Billy Stone,B,25,1954,0,0,4,0,0,66,0,0,0,0,0,296,1112,11,143,2319,20,11,,Bradley,
1,11,RAM,Bud McFadin,DT,23,1965,3,5,8,46,0,125,0,0,0,0,0,0,0,0,0,0,0,1,13.5,Texas,College Stats
1,12,CHI,Gene Schroeder,E,22,1957,0,1,3,0,0,64,0,0,0,0,0,1,4,0,104,1870,13,5,,Virginia,
1,13,NYG,Jim Spavital,B,24,1950,0,0,1,0,,23,0,0,0,0,0,73,290,2,22,237,1,4,,Oklahoma St.,
1,14,CLE,Ken Konz,DB,22,1959,0,1,5,0,0,84,0,0,0,0,0,0,0,0,0,0,0,30,,LSU,
2,15,WAS,Ed Salem,DB,23,1951,0,0,1,0,0,12,0,3,0,0,2,0,0,0,0,0,0,5,,Alabama,College Stats
2,16,GNB,Rip Collins,B,24,1951,0,0,1,0,0,31,0,1,0,0,0,102,193,0,26,461,0,4,,LSU,
2,17,SFO,Pete Schabarum,HB,22,1954,0,0,0,0,0,34,0,1,0,0,0,115,494,3,24,328,0,1,,California,
2,18,CRD,Don Joyce,DE,21,1962,0,1,8,8,0,135,0,0,0,0,0,0,0,0,0,0,0,1,,Tulane,
2,19,DET,Dick Stanfel HOF,G,24,1958,5,5,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,,,San Francisco,
