,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,
1,1,GNB,Paul Hornung HOF,HB,21,1966,2,2,8,45,45,104,24,55,383,5,4,893,3711,50,130,1480,12,,,Notre Dame,College Stats
1,2,RAM,Jon Arnett,HB,22,1966,1,5,7,31,20,123,8,33,147,2,2,964,3833,26,222,2290,10,,,USC,College Stats
1,3,SFO,John Brodie,QB,22,1973,1,2,12,99,99,201,2469,4491,31548,214,224,235,1167,22,0,0,0,,,Stanford,College Stats
1,4,GNB,Ron Kramer,E,22,1967,1,1,8,34,31,128,0,1,0,0,1,6,9,0,229,3272,16,,,Michigan,College Stats
1,5,PIT,Len Dawson HOF,QB,22,1975,2,7,12,109,0,211,2136,3741,28711,239,183,294,1293,9,0,0,0,,,Purdue,College Stats
1,6,CLE,Jim Brown HOF,FB,21,1965,8,9,9,108,108,118,4,12,117,3,0,2359,12312,106,262,2499,20,,,Syracuse,College Stats
1,7,PHI,Clarence Peaks,FB,21,1965,0,0,7,31,25,105,2,4,56,0,1,951,3660,21,190,1793,3,,,Michigan St.,College Stats
1,8,BAL,Jim Parker HOF,T,23,1967,8,8,10,77,77,135,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,College Stats
1,9,WAS,Don Bosseler,FB,21,1964,0,1,6,17,17,96,0,1,0,0,0,775,3112,22,136,1083,1,,,Miami (FL),College Stats
1,10,CRD,Jerry Tubbs,LB,22,1966,0,1,7,39,0,119,0,0,0,0,0,0,0,0,0,0,0,17,4,Oklahoma,College Stats
1,11,RAM,Del Shofner,E,22,1967,5,5,9,49,3,125,0,1,0,0,0,4,1,0,349,6470,51,3,,Baylor,College Stats
1,12,DET,Bill Glass,DE,22,1968,0,4,10,66,12,144,0,0,0,0,0,0,0,0,0,0,0,4,87,Baylor,College Stats
1,13,CHI,Earl Leggett,DT,24,1968,0,0,6,40,34,132,0,0,0,0,0,0,0,0,0,0,0,1,18,LSU,
2,14,RAM,Jack Pardee,LB,21,1972,1,1,15,77,60,196,0,0,0,0,0,0,0,0,0,0,0,22,24,Texas A&M,College Stats
2,15,SFO,Abe Woodson,DB,23,1966,2,5,6,48,44,116,0,0,0,0,0,20,39,0,8,74,0,19,0.5,Illinois,College Stats
2,16,PIT,Bill Michael,G,21,1957,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,
2,17,CLE,Milt Plum,QB,22,1969,0,2,7,53,27,129,1306,2419,17536,122,127,217,531,13,1,20,0,,,Penn St.,College Stats
2,18,GNB,Joel Wells,HB,21,1961,0,0,0,2,,14,0,0,0,0,0,65,216,1,6,31,1,,,Clemson,College Stats
2,19,PHI,Billy Ray Barnes,HB,22,1966,0,3,6,20,9,98,10,25,233,4,4,994,3421,29,153,1786,9,,,Wake Forest,College Stats
2,20,BAL,Don Shinnick,LB,22,1969,0,0,12,60,60,159,0,0,0,0,0,0,0,0,0,0,0,37,12.5,UCLA,College Stats
2,21,WAS,Joe Walton,E,21,1963,0,0,6,20,5,82,0,0,0,0,0,0,0,0,178,2628,28,1,,Pittsburgh,College Stats
2,22,CRD,Tom Maentz,E,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,College Stats
2,23,NYG,Sam DeLuca,G,21,1966,0,0,4,29,,81,0,0,0,0,0,0,0,0,0,0,0,,,South Carolina,
2,24,DET,John Gordy,G,22,1967,0,3,10,52,52,134,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee,
2,25,CHI,Jim Swink,HB,21,1960,0,0,0,1,,5,0,0,0,0,0,10,15,0,4,37,0,,,TCU,College Stats
3,26,RAM,Billy Ray Smith,DT,22,1970,0,0,9,67,0,168,0,0,0,0,0,0,0,0,0,0,0,1,69.5,Arkansas,
3,27,RAM,George Strugar,DT,23,1963,0,0,4,16,8,78,0,0,0,0,0,0,0,0,0,0,0,1,7,Washington,
3,28,CLE,George Walker,B,,,0,0,0,,,,,,,,,,,,,,,,,Arkansas,
3,29,GNB,Dalton Truax,T,22,1960,0,0,0,2,,14,0,0,0,0,0,0,0,0,0,0,0,,,Tulane,
3,30,PIT,Don Owens,DT,25,1963,0,0,7,30,,87,0,0,0,0,0,0,0,0,0,0,0,,8.5,Southern Miss,
3,31,PHI,Tommy McDonald HOF,FL,23,1968,0,6,9,63,41,152,2,2,21,1,0,17,22,0,495,8410,84,,,Oklahoma,College Stats
3,32,BAL,Luke Owens,DE,23,1965,0,0,7,37,0,115,0,0,0,0,0,0,0,0,0,0,0,,38.5,Kent St.,
3,33,WAS,Ed Sutton,HB,22,1960,0,0,3,1,0,45,5,15,146,1,0,282,1109,9,14,237,1,1,,North Carolina,College Stats
3,34,CRD,Bill Hudson,DT,22,1963,0,1,2,18,,32,0,0,0,0,0,0,0,0,0,0,0,1,7,Clemson,
3,35,NYG,Dennis Mendyk,B,,,0,0,0,,,,,,,,,,,,,,,,,Michigan St.,College Stats
3,36,DET,Terry Barr,HB,22,1965,0,2,5,38,38,102,0,3,0,0,0,32,151,2,227,3810,35,5,,Michigan,College Stats
3,37,CHI,Ronnie Knox,QB,22,1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,UCLA,
4,38,RAM,Bobby Cox,QB,,,0,0,0,,,,,,,,,,,,,,,,,Minnesota,College Stats
4,39,SFO,Jimmy Ridlon,DB,23,1964,0,0,2,14,6,89,0,0,0,0,0,0,0,0,0,0,0,9,1,Syracuse,College Stats
4,40,WAS,Jim Podoley,HB,23,1960,0,1,3,3,3,43,0,1,0,0,0,209,746,2,78,1461,11,,,Central Michigan,
4,41,GNB,Carl Vereen,T,21,1957,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,Georgia Tech,
4,42,CLE,Paul Camera,E,,,0,0,0,,,,,,,,,,,,,,,,,Stanford,College Stats
4,43,PHI,Sonny Jurgensen HOF,QB,23,1974,1,5,10,105,27,218,2433,4262,32224,255,189,181,493,15,1,-3,0,,,Duke,College Stats
4,44,BAL,Jackie Simpson,DB,23,1962,0,0,0,6,1,45,0,0,0,0,0,0,0,0,0,0,0,2,,Florida,College Stats
4,45,WAS,Vince Scorsone,G,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburgh,
4,46,SFO,Mike Sandusky,G,22,1965,0,1,9,31,,104,0,0,0,0,0,0,0,0,0,0,0,,,Maryland,
4,47,RAM,Lamar Lundy,DE,22,1969,0,1,11,52,52,152,0,0,0,0,0,0,0,0,35,584,6,3,60.5,Purdue,College Stats
4,48,DET,Steve Junker,E,22,1962,0,0,0,4,1,55,0,0,0,0,0,0,0,0,48,639,6,,,Xavier (OH),
4,49,CHI,Jack Johnson,DB,23,1961,0,0,1,3,0,45,0,0,0,0,0,0,0,0,0,0,0,8,,Miami (FL),College Stats
5,50,PHI,Jimmy Harris,DB,22,1961,0,0,2,7,0,49,0,0,0,0,0,0,0,0,0,0,0,11,,Oklahoma,College Stats
5,51,RAM,Dean Derby,DB,22,1962,0,1,4,15,,71,0,0,0,0,0,18,49,1,4,79,0,21,,Washington,College Stats
5,52,CLE,Henry Jordan HOF,DT,22,1969,5,4,10,95,0,163,0,0,0,0,0,0,0,0,0,0,0,1,59.5,Virginia,
5,53,CLE,Milt Campbell,HB,23,1957,0,0,0,0,0,9,0,1,0,0,0,7,23,0,1,25,1,,,Indiana,
5,54,BAL,Ronnie Underwood,B,,,0,0,0,,,,,,,,,,,,,,,,,Arkansas,College Stats
5,55,PIT,Perry Richards,E,23,1962,0,0,0,3,0,47,0,0,0,0,0,0,0,0,39,558,4,,,Detroit Mercy,College Stats
5,56,SFO,Karl Rubke,LB,21,1968,0,0,6,24,15,143,0,0,0,0,0,0,0,0,0,0,0,2,8,USC,
5,57,RAM,Dick Enright,G,,,0,0,0,,,,,,,,,,,,,,,,,USC,
5,58,CRD,Wayne Bock,DT,23,1957,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,Illinois,
5,59,DET,John Barrow,G,,,0,0,0,,,,,,,,,,,,,,,,,Florida,
5,60,CHI,Vic Zucco,DB,22,1960,0,0,2,3,3,38,0,0,0,0,0,0,0,0,0,0,0,8,,Michigan St.,College Stats
5,61,NYG,Larry Wesley,T,,,0,0,0,,,,,,,,,,,,,,,,,Florida,
6,62,SFO,Bill Rhodes,B,,,0,0,0,,,,,,,,,,,,,,,,,,
6,63,CLE,Joe Amstutz,C,22,1957,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,Indiana,
6,64,RAM,Roy Wilkins,LB,23,1961,0,0,1,6,0,50,0,0,0,0,0,0,0,0,0,0,0,,0.5,Georgia,College Stats
6,65,BAL,Billy Pricer,FB,23,1961,0,0,0,2,2,54,0,0,0,0,0,97,316,2,15,115,1,,,Oklahoma,College Stats
6,66,PIT,George Volkert,B,,,0,0,0,,,,,,,,,,,,,,,,,Georgia Tech,College Stats
6,67,CLE,Harley Martin,T,,,0,0,0,,,,,,,,,,,,,,,,,California,
6,68,SFO,Jim Hunter,B,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,College Stats
6,69,WAS,J.T. Frankenberger,T,,,0,0,0,,,,,,,,,,,,,,,,,Kentucky,
6,70,GNB,John Nisby,G,20,1964,0,3,8,34,,102,0,0,0,0,0,0,0,0,0,0,0,,,Pacific,
6,71,DET,Ken Russell,T,21,1959,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,,,Bowling Green,
6,72,CHI,Bo Dickinson,FB,23,1964,0,0,2,13,,60,0,0,0,0,0,189,693,5,86,886,6,,,Southern Miss,
6,73,NYG,Bob Hobert,T,,,0,0,0,,,,,,,,,,,,,,,,,Minnesota,
7,74,PHI,Tom Saidock,DT,27,1962,0,0,3,12,0,41,0,0,0,0,0,0,0,0,0,0,0,,2,Michigan St.,
7,75,RAM,Ed Gray,T,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma,College Stats
7,76,GNB,Frank Gilliam,E,,,0,0,0,,,,,,,,,,,,,,,,,Iowa,College Stats
7,77,PIT,Curley Johnson,RB,22,1969,0,1,0,20,,129,0,1,0,0,0,64,209,1,32,370,3,,,Houston,
7,78,CLE,Gene Hickerson HOF,G,22,1973,3,6,13,88,88,202,0,0,0,0,0,0,0,0,0,0,0,,,Mississippi,
7,79,BAL,Reuben Saage,B,,,0,0,0,,,,,,,,,,,,,,,,,Baylor,College Stats
7,80,SFO,Fred Dugan,E,24,1963,0,0,4,18,0,75,0,0,0,0,0,1,-9,0,153,2226,13,,,Dayton,College Stats
7,81,WAS,Wally Merz,T,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,College Stats
7,82,CLE,Mike Rotunno,C,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,
7,83,DET,Jerry Leahy,T,22,1957,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,College Stats
7,84,CHI,Jerry DeLucca,T,21,1964,0,0,3,17,,59,0,0,0,0,0,0,0,0,0,0,0,,,Middle Tenn. St.,
7,85,NYG,Chuck Curtis,QB,,,0,0,0,,,,,,,,,,,,,,,,,TCU,College Stats
8,86,PHI,Hal McElhaney,B,,,0,0,0,,,,,,,,,,,,,,,,,Duke,College Stats
8,87,GNB,George Belotti,C,22,1961,0,0,1,9,,20,0,0,0,0,0,0,0,0,0,0,0,,,USC,
8,88,RAM,Roy Hord,G,22,1963,0,0,3,14,10,53,0,0,0,0,0,0,0,0,0,0,0,,,Duke,
8,89,CLE,Don Gillis,C,22,1961,0,0,4,10,,45,0,0,0,0,0,0,0,0,0,0,0,,,Rice,
8,90,BAL,Jack Harmon,E,,,0,0,0,,,,,,,,,,,,,,,,,East. Oregon,
8,91,CHI,Al Ward,B,,,0,0,0,,,,,,,,,,,,,,,,,Yale,College Stats
8,92,SFO,Ernie Pitts,E,,,0,0,0,,,,,,,,,,,,,,,,,Denver,College Stats
8,93,WAS,Paul Lopata,E,,,0,0,0,,,,,,,,,,,,,,,,,Yale,College Stats
8,94,RAM,Charlie Bradshaw,T,21,1968,0,2,10,51,8,145,0,0,0,0,0,0,0,0,0,0,0,,,Baylor,
8,95,DET,Dave Liddick,DT,21,1958,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,,,George Washington,
8,96,CHI,Bob Kilcullen,DT,21,1966,0,0,4,29,29,104,0,0,0,0,0,0,0,0,0,0,0,,14.5,Texas Tech,
8,97,NYG,Johnny Bookman,DB,23,1961,0,0,2,11,0,33,0,0,0,0,0,0,0,0,0,0,0,13,,Miami (FL),College Stats
9,98,PHI,Hal Davis,B,,,0,0,0,,,,,,,,,,,,,,,,,,
9,99,RAM,John Mitchell,C,,,0,0,0,,,,,,,,,,,,,,,,,TCU,
