,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,
1,1,DET,Leon Hart,E,21,1957,1,1,6,0,0,92,0,0,0,0,0,143,612,5,174,2499,26,2,,Notre Dame,College Stats
1,2,BCL,Adrian Burk,QB,22,1956,0,2,3,0,0,82,500,1079,7001,61,89,122,324,7,0,0,0,,,Baylor,
1,3,CHI,Chuck Hunsinger,HB,25,1952,0,0,1,0,0,34,0,0,0,0,0,192,834,5,23,249,3,,,Florida,
1,4,GNB,Clayton Tonnemaker,LB,22,1954,0,1,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,,Minnesota,College Stats
1,5,DET,Joe Watson,C,25,1950,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,,Rice,
1,6,WAS,George Thomas,HB,22,1952,0,0,1,0,0,31,0,0,0,0,0,68,189,0,10,208,2,,,Oklahoma,College Stats
1,7,NYG,Travis Tidwell,QB,25,1951,0,0,0,0,0,14,33,76,493,5,7,40,147,2,0,0,0,,,Auburn,College Stats
1,8,PIT,Lynn Chandnois,HB,25,1956,0,2,4,0,0,73,19,59,285,2,7,593,1934,16,162,2012,7,,,Michigan St.,
1,9,RAM,Ralph Pasquariello,FB,24,1952,0,0,1,0,0,29,0,0,0,0,0,108,411,2,10,39,0,,,Villanova,
1,10,CHI,Fred Morrison,FB,23,1956,0,1,3,0,0,84,1,1,7,0,0,578,2420,12,67,721,2,,,Ohio St.,College Stats
1,11,SFO,Leo Nomellini HOF,DT,26,1963,6,10,13,30,30,174,0,0,0,0,0,1,5,0,0,0,0,,13.5,Minnesota,College Stats
1,12,RAM,Stan West,DG,23,1957,1,2,7,0,0,85,0,0,0,0,0,0,0,0,0,0,0,2,,Oklahoma,
1,13,CLE,Ken Carpenter,HB,24,1960,0,1,3,4,0,49,0,1,0,0,1,242,1199,11,71,823,6,,,Oregon St.,
1,14,PHI,Bud Grant HOF,E,23,1952,0,0,2,0,0,24,0,0,0,0,0,0,0,0,56,997,7,,,Minnesota,
2,15,BCL,Leon Campbell,FB,23,1955,0,0,0,0,0,41,0,0,0,0,0,102,379,0,20,156,0,,,Arkansas,
2,16,NYY,Art Weiner,E,24,1950,0,0,0,0,0,12,0,0,0,0,0,0,0,0,35,722,6,,,North Carolina,
2,17,GNB,Tobin Rote,QB,22,1966,1,2,10,16,0,149,1329,2907,18850,148,191,635,3128,37,2,28,1,,,Rice,
2,18,CLE,John Sandusky,T,24,1956,0,0,5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,,,Villanova,
2,19,WAS,Hall Haynes,DB,21,1955,0,0,3,0,0,40,0,0,0,0,0,4,20,0,0,0,0,5,,Santa Clara,
2,20,NYG,Eddie Price,FB,25,1955,2,3,5,0,0,63,0,0,0,0,0,846,3292,20,75,672,4,,,Tulane,
2,21,CRD,Jack Jennings,T,24,1957,0,0,8,0,0,90,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,
2,22,PIT,Ernie Stautner HOF,DT,25,1963,1,9,13,25,25,173,0,0,0,0,0,0,0,0,0,0,0,2,15.5,Boston Col.,
2,23,SFO,Don Campora,T,23,1953,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,,,Pacific,
2,24,CHI,John Dottley,FB,22,1953,0,1,1,0,0,27,0,0,0,0,0,250,1122,7,28,359,2,,,Mississippi,
2,25,RAM,Bob Fuchs,C,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,
2,26,CLE,Jim Martin,G,26,1964,0,1,4,10,0,166,0,0,0,0,0,0,0,0,0,10,0,6,1,Notre Dame,
2,27,DET,Thurman McGraw,DT,23,1954,1,1,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,2,,Colorado St.,
3,28,BCL,Don Colo,DT,25,1958,0,3,8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,,Brown,
3,29,CRD,Bill Svoboda,LB,22,1958,0,1,8,0,0,102,0,0,0,0,0,5,15,0,6,-9,0,9,,Tulane,
3,30,GNB,Gordie Soltau,E,25,1958,1,3,7,0,,107,0,0,0,0,0,1,-4,0,249,3487,25,,,Minnesota,
3,31,DET,Art Murakowski,FB,25,1951,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,Northwestern,
3,32,WAS,Lou Karras,DT,22,1952,0,0,1,0,0,26,0,0,0,0,0,0,0,0,1,-2,0,,,Purdue,
3,33,NYG,Randy Clay,HB,22,1953,0,0,2,0,0,24,0,0,0,0,0,90,280,2,12,120,1,4,,Texas,
3,34,PIT,George Hughes,T,25,1954,0,2,5,0,0,60,0,0,0,0,0,0,0,0,0,2,0,,,William & Mary,
3,35,CRD,Fran Polsfoot,E,23,1953,0,1,2,0,0,37,0,0,0,0,0,0,0,0,106,1613,10,,,Washington St.,
3,36,CHI,Steve Romanik,QB,26,1954,0,0,0,0,0,38,179,433,2556,13,36,27,35,3,0,0,0,,,Villanova,
3,37,SFO,Ray Collins,DT,23,1961,0,1,5,14,0,71,0,0,0,0,0,0,0,0,0,0,0,,6,LSU,
3,38,RAM,Don Murray,T,,,0,0,0,,,,,,,,,,,,,,,,,Penn St.,
3,39,CLE,Jimmy Joe Robinson,B,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburgh,
3,40,PHI,Bob Sanders,B,,,0,0,0,,,,,,,,,,,,,,,,,Oregon,
4,41,BCL,Bill Murray,G,24,1952,0,0,3,0,0,35,0,0,0,0,0,0,0,0,1,-4,0,,,Purdue,
4,42,NYY,Zollie Toth,FB,26,1954,0,1,4,0,0,45,0,1,0,0,1,418,1589,14,49,394,3,,,LSU,College Stats
4,43,GNB,Larry Coutre,HB,22,1953,0,0,0,0,0,22,0,0,0,0,0,63,322,1,18,202,2,,,Notre Dame,College Stats
4,44,DET,Ernie Kiely,G,,,0,0,0,,,,,,,,,,,,,,,,,Texas-El Paso,
4,45,WAS,Harry Ulinski,C,25,1956,0,1,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,,,Kentucky,
4,46,NYG,Porter Payne,G,,,0,0,0,,,,,,,,,,,,,,,,,Georgia,
4,47,CRD,Don Paul,DB,24,1958,0,4,7,0,0,100,1,2,13,0,0,73,469,3,48,690,7,34,,Washington St.,
4,48,CHI,Tom Novak,C,,,0,0,0,,,,,,,,,,,,,,,,,Nebraska,
4,49,SFO,Morris Bailey,E,,,0,0,0,,,,,,,,,,,,,,,,,TCU,
4,50,CHI,Dom Papaleo,G,,,0,0,0,,,,,,,,,,,,,,,,,Boston Col.,
4,51,RAM,Ben Procter,E,,,0,0,0,,,,,,,,,,,,,,,,,Texas,College Stats
4,52,CLE,Bob (Red) Wilson,C,,,0,0,0,,,,,,,,,,,,,,,,,Wisconsin,
4,53,PHI,Bob McChesney,E,23,1952,0,0,2,0,,36,0,0,0,0,0,2,2,0,54,1040,14,,,Hardin-Simmons,
5,54,BCL,Jack Halliday,T,22,1951,0,0,1,0,,12,0,0,0,0,0,0,0,0,0,0,0,,,SMU,
5,55,NYY,Mike Swistowicz,HB,23,1950,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,College Stats
5,56,PIT,Tom Rowe,E,,,0,0,0,,,,,,,,,,,,,,,,,Dartmouth,
5,57,DET,Hal Fitkin,B,,,0,0,0,,,,,,,,,,,,,,,,,Dartmouth,
5,58,WAS,Frank Spaniel,HB,22,1950,0,0,0,0,0,12,0,0,0,0,0,15,22,1,5,84,0,1,,Notre Dame,College Stats
5,59,NYG,Forrest Griffith,HB,22,1951,0,0,1,0,0,16,0,0,0,0,0,99,277,2,3,45,0,,,Kansas,
5,60,PIT,Lou Allen,T,26,1951,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,,,Duke,
5,61,CRD,Carl Kiilsgaard,T,,,0,0,0,,,,,,,,,,,,,,,,,Idaho,
5,62,CHI,Ernie Zalejski,DB,24,1950,0,0,0,0,,11,0,0,0,0,0,7,-2,1,1,1,0,2,,Notre Dame,College Stats
5,63,SFO,Harry Kane,C,,,0,0,0,,,,,,,,,,,,,,,,,Pacific,
5,64,RAM,Dick McKissack,DB,24,1952,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,SMU,
5,65,CLE,Don Phelps,HB,26,1952,0,0,0,0,0,17,0,0,0,0,0,55,263,3,1,28,0,1,,Kentucky,
5,66,PHI,Mike Kaysserian,B,,,0,0,0,,,,,,,,,,,,,,,,,Detroit Mercy,
6,67,BCL,Herb Rich,DB,21,1956,0,0,3,0,0,64,0,0,0,0,0,2,6,0,0,0,0,29,,Vanderbilt,
6,68,NYY,Bennie Aldridge,DB,23,1953,0,0,1,0,0,43,0,0,0,0,0,29,105,0,8,78,1,11,,Oklahoma St.,
6,69,GNB,Jack Cloud,LB,25,1953,0,0,1,0,0,34,0,0,0,0,0,57,141,4,6,35,1,2,,William & Mary,
6,70,DET,Floyd Jaszewski,T,23,1951,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,,,Minnesota,
6,71,WAS,Gene Pepper,G,22,1954,0,0,2,0,0,44,0,0,0,0,0,0,0,0,0,0,0,,,Missouri,
6,72,CHI,Gaspar Perricone,B,,,0,0,0,,,,,,,,,,,,,,,,,Northwestern,
6,73,CRD,Warren Wood,G,,,0,0,0,,,,,,,,,,,,,,,,,Puget Sound,
6,74,PIT,Ed Mattson,B,,,0,0,0,,,,,,,,,,,,,,,,,,
6,75,SFO,Don Van Pool,E,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma St.,
6,76,CHI,Wayne Hansen,LB,21,1960,0,0,7,5,0,111,0,0,0,0,0,0,0,0,0,0,0,6,1,Texas-El Paso,
6,77,RAM,Orville Langrell,T,,,0,0,0,,,,,,,,,,,,,,,,,Oklahoma City,
6,78,CLE,Ken Gorgal,DB,21,1956,0,0,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,19,,Purdue,
6,79,PHI,Lloyd McDermott,DT,24,1951,0,0,1,0,,24,0,0,0,0,0,0,0,0,0,0,0,1,,Kentucky,
7,80,BCL,Art Bok,B,,,0,0,0,,,,,,,,,,,,,,,,,Dayton,
7,81,NYY,Don Narrell,T,,,0,0,0,,,,,,,,,,,,,,,,,TCU,
7,82,GNB,Willie Manley,T,24,1951,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,66,0,,,Oklahoma,
7,83,DET,Bill Leverman,B,,,0,0,0,,,,,,,,,,,,,,,,,St. Edward's,
7,84,WAS,Jerry Houghton,T,24,1951,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,Washington St.,
7,85,CRD,Billy Gay,DB,22,1951,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,
7,86,PIT,Truett Smith,BB,26,1951,0,0,1,0,0,20,0,0,0,0,0,1,1,0,4,71,0,,,Mississippi St.,
7,87,CRD,Ed Bagdon,G,24,1952,0,0,1,0,0,26,0,0,0,0,0,0,0,0,1,19,0,,,Michigan St.,College Stats
7,88,CHI,Rollin Prather,E,,,0,0,0,,,,,,,,,,,,,,,,,Kansas St.,
7,89,SFO,Lindy Berry,B,,,0,0,0,,,,,,,,,,,,,,,,,TCU,
7,90,RAM,Cliff Coggin,E,,,0,0,0,,,,,,,,,,,,,,,,,Southern Miss,
7,91,CLE,Win Carter,B,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,
7,92,PHI,Mel Olix,B,,,0,0,0,,,,,,,,,,,,,,,,,Miami (OH),
8,93,BCL,Dick Harris,C,,,0,0,0,,,,,,,,,,,,,,,,,Texas,
8,94,NYY,Jack Archer,B,,,0,0,0,,,,,,,,,,,,,,,,,TCU,
8,95,GNB,Harry Szulborski,B,,,0,0,0,,,,,,,,,,,,,,,,,Purdue,
8,96,DET,Ralph McAllister,B,,,0,0,0,,,,,,,,,,,,,,,,,Minnesota,
8,97,WAS,John Rohde,E,,,0,0,0,,,,,,,,,,,,,,,,,Pacific,
8,98,NYG,Ebert Van Buren,B,,,0,0,0,,,,,,,,,,,,,,,,,LSU,College Stats
8,99,CRD,John Hock,G,23,1957,0,1,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,,,Santa Clara,
8,100,PIT,Fran Rogel,FB,22,1957,0,1,7,0,0,96,3,6,30,0,0,900,3271,17,150,1087,2,,,Penn St.,
8,101,SFO,Ellery Williams,E,24,1950,0,0,0,0,,12,0,0,0,0,0,0,0,0,4,78,0,,,Santa Clara,
8,102,CHI,Sam Nevills,T,,,0,0,0,,,,,,,,,,,,,,,,,Oregon,
8,103,RAM,Woodley Lewis,DB,25,1960,0,1,8,0,0,126,0,0,0,0,0,47,188,0,123,1885,12,26,,Oregon,
8,104,CLE,Russ Frizzell,T,,,0,0,0,,,,,,,,,,,,,,,,,Tulsa,
8,105,PHI,Dick O'Hanlon,T,,,0,0,0,,,,,,,,,,,,,,,,,Ohio St.,
9,106,BCL,Bill Bass,B,,,0,0,0,,,,,,,,,,,,,,,,,Arkansas,
9,107,CHI,Breezy Reid,HB,23,1956,0,0,6,0,,78,0,1,0,0,0,459,1964,13,72,868,5,,,Georgia,
9,108,GNB,Roger Wilson,E,,,0,0,0,,,,,,,,,,,,,,,,,South Carolina,
9,109,DET,Ed Wood,G,,,0,0,0,,,,,,,,,,,,,,,,,Detroit Mercy,
9,110,WAS,Don Winslow,T,,,0,0,0,,,,,,,,,,,,,,,,,Iowa,
9,111,NYG,Vince Cisterna,E,,,0,0,0,,,,,,,,,,,,,,,,,Northern Arizona,
9,112,PIT,Max Druen,T,,,0,0,0,,,,,,,,,,,,,,,,,Tulane,
9,113,CRD,Vito Ragazzo,E,,,0,0,0,,,,,,,,,,,,,,,,,William & Mary,
9,114,CHI,Dick Braznell,B,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,
9,115,SFO,Pete Zinaich,B,,,0,0,0,,,,,,,,,,,,,,,,,West Virginia,
9,116,RAM,Les Cowan,DT,24,1951,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,,,McMurry,
9,117,CLE,Jim Duncan,DE,25,1953,0,0,4,0,,44,0,0,0,0,0,0,0,0,0,0,0,7,,Wake Forest,
9,118,PHI,Bobby Wilson,B,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,
10,119,BCL,Errol Fry,G,,,0,0,0,,,,,,,,,,,,,,,,,Texas,
10,120,NYY,Melvin Lyle,E,,,0,0,0,,,,,,,,,,,,,,,,,LSU,
10,121,GNB,Bob Mealey,T,,,0,0,0,,,,,,,,,,,,,,,,,Minnesota,
10,122,DET,Roland Malcolm,B,,,0,0,0,,,,,,,,,,,,,,,,,Gustavus Adolphus,
